Tag Code,Event Type Name,Event File Name,Event Year YYYY,Event Date MMDDYYYY,InitDate,Init_year,init_day,event_year,event_day,deltaDays,Event Site Code Value,DetectionOrder,Event Capture Method Name,Event Capture Method Code,Event Species Code,Event Species Name,Event Length mm,mark.length,Event Weight g,Event Site RKM Value,Event Site RKM Total,Event Comment Value,Antenna ID,CTH Count
3DD.003DFD90A6,Recapture,CSS-2021-305-112.xml,2021,11/1/2021,10/18/2021,2021,291,2021,305,1,CHIWAT,,Screw Trap,SCREWT,1,Chinook,84,86,,754.077.002,833,P,NA,1
3DD.003DFD90A7,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,85,85,,754.077,831,,NA,1
3DD.003DFD90A8,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,85,85,,754.077,831,,NA,1
3DD.003DFD90A9,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,91,91,,754.077,831,,NA,1
3DD.003DFD90A9,Recapture,CSS-2022-086-112.xml,2022,3/27/2022,10/18/2021,2021,291,2022,86,160,CHIWAT,,Screw Trap,SCREWT,1,Chinook,102,91,11.1,754.077.002,833,T,NA,1
3DD.003DFD90AA,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,86,86,,754.077,831,,NA,1
3DD.003DFD90AB,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,91,91,,754.077,831,,NA,1
3DD.003DFD90AC,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,88,88,,754.077,831,,NA,1
3DD.003DFD90AC,Observation,CHL21315.00E,2021,11/11/2021,10/18/2021,2021,291,2021,315,24,CHL,,NA,NA,,Unknown,,88,,754.077.001,832,NA,81,1
3DD.003DFD90AD,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,85,85,,754.077,831,,NA,1
3DD.003DFD90AD,Observation,CHU21294.00F,2021,10/22/2021,10/18/2021,2021,291,2021,295,4,CHU,,NA,NA,,Unknown,,85,,754.077.012,843,NA,95,1
3DD.003DFD90AE,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,94,94,,754.077,831,,NA,1
3DD.003DFD90AF,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,86,86,,754.077,831,,NA,1
3DD.003DFD90AF,Observation,CHU21291.00F,2021,10/18/2021,10/18/2021,2021,291,2021,291,-1,CHU,,NA,NA,,Unknown,,86,,754.077.012,843,NA,94,1
3DD.003DFD90AF,Observation,CHL21291.00G,2021,10/19/2021,10/18/2021,2021,291,2021,292,1,CHL,,NA,NA,,Unknown,,86,,754.077.001,832,NA,81,1
3DD.003DFD90B0,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,89,89,,754.077,831,,NA,1
3DD.003DFD90B1,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,89,89,,754.077,831,,NA,1
3DD.003DFD90B2,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,85,85,,754.077,831,,NA,1
3DD.003DFD90B2,Observation,CHU22096.00C,2022,4/6/2022,10/18/2021,2021,291,2022,96,170,CHU,,NA,NA,,Unknown,,85,,754.077.012,843,NA,95,1
3DD.003DFD90B2,Recapture,CSS-2022-105-212.xml,2022,4/15/2022,10/18/2021,2021,291,2022,105,9,WENA4T,,Screw Trap,SCREWT,1,Chinook,102,85,11,754.013,767,T,NA,1
3DD.003DFD90B3,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,89,89,,754.077,831,,NA,1
3DD.003DFD90B3,Observation,CHU21295.00A,2021,10/23/2021,10/18/2021,2021,291,2021,296,5,CHU,,NA,NA,,Unknown,,89,,754.077.012,843,NA,94,1
3DD.003DFD90B4,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,90,90,,754.077,831,,NA,1
3DD.003DFD90B5,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,87,87,,754.077,831,,NA,1
3DD.003DFD90B5,Recapture,CSS-2021-317-112.xml,2021,11/13/2021,10/18/2021,2021,291,2021,317,26,CHIWAT,,Screw Trap,SCREWT,1,Chinook,89,87,8.7,754.077.002,833,P,NA,1
3DD.003DFD90B6,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,94,94,,754.077,831,,NA,1
3DD.003DFD90B6,Observation,CHU21298.00E,2021,10/25/2021,10/18/2021,2021,291,2021,298,7,CHU,,NA,NA,,Unknown,,94,,754.077.012,843,NA,94,1
3DD.003DFD90B7,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,88,88,,754.077,831,,NA,1
3DD.003DFD90B8,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,92,92,,754.077,831,,NA,1
3DD.003DFD90B8,Observation,CHU21298.00F,2021,10/25/2021,10/18/2021,2021,291,2021,298,-1,CHU,,NA,NA,,Unknown,,92,,754.077.012,843,NA,92,1
3DD.003DFD90B8,Observation,CHL21299.00A,2021,10/26/2021,10/18/2021,2021,291,2021,299,8,CHL,,NA,NA,,Unknown,,92,,754.077.001,832,NA,81,1
3DD.003DFD90B8,Recapture,CSS-2021-299-112.xml,2021,10/26/2021,10/18/2021,2021,291,2021,299,1,CHIWAT,,Screw Trap,SCREWT,1,Chinook,92,92,9.2,754.077.002,833,P,NA,1
3DD.003DFD90B9,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,84,84,,754.077,831,,NA,1
3DD.003DFD90BA,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,87,87,,754.077,831,,NA,1
3DD.003DFD90BB,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,82,82,,754.077,831,,NA,1
3DD.003DFD90BC,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,82,82,,754.077,831,,NA,1
3DD.003DFD90BC,Observation,CHU21300.00A,2021,10/27/2021,10/18/2021,2021,291,2021,300,-1,CHU,,NA,NA,,Unknown,,82,,754.077.012,843,NA,93,1
3DD.003DFD90BC,Observation,CHU21300.00A,2021,10/27/2021,10/18/2021,2021,291,2021,300,0,CHU,,NA,NA,,Unknown,,82,,754.077.012,843,NA,96,1
3DD.003DFD90BC,Observation,CHL21301.00E,2021,10/28/2021,10/18/2021,2021,291,2021,301,10,CHL,,NA,NA,,Unknown,,82,,754.077.001,832,NA,84,1
3DD.003DFD90BD,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,82,82,,754.077,831,,NA,1
3DD.003DFD90BE,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,80,80,,754.077,831,,NA,1
3DD.003DFD90BF,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,85,85,,754.077,831,,NA,1
3DD.003DFD90C0,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,90,90,,754.077,831,,NA,1
3DD.003DFD90C0,Observation,CHU21292.00B,2021,10/19/2021,10/18/2021,2021,291,2021,292,1,CHU,,NA,NA,,Unknown,,90,,754.077.012,843,NA,92,1
3DD.003DFD90C0,Observation,CHU21292.00B,2021,10/19/2021,10/18/2021,2021,291,2021,292,0,CHU,,NA,NA,,Unknown,,90,,754.077.012,843,NA,95,1
3DD.003DFD90C1,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,89,89,,754.077,831,,NA,1
3DD.003DFD90C1,Observation,CHU21325.00A,2021,11/21/2021,10/18/2021,2021,291,2021,325,34,CHU,,NA,NA,,Unknown,,89,,754.077.012,843,NA,95,1
3DD.003DFD90C2,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,81,81,,754.077,831,,NA,1
3DD.003DFD90C2,Observation,CHU21315.00A,2021,11/11/2021,10/18/2021,2021,291,2021,315,24,CHU,,NA,NA,,Unknown,,81,,754.077.012,843,NA,95,1
3DD.003DFD90C3,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,85,85,,754.077,831,,NA,1
3DD.003DFD90C3,Observation,CHL21298.00G,2021,10/26/2021,10/18/2021,2021,291,2021,299,8,CHL,,NA,NA,,Unknown,,85,,754.077.001,832,NA,83,1
3DD.003DFD90C3,Observation,CHL21298.00G,2021,10/26/2021,10/18/2021,2021,291,2021,299,0,CHL,,NA,NA,,Unknown,,85,,754.077.001,832,NA,85,1
3DD.003DFD90C3,Recapture,CSS-2021-299-112.xml,2021,10/26/2021,10/18/2021,2021,291,2021,299,0,CHIWAT,,Screw Trap,SCREWT,1,Chinook,87,85,6.4,754.077.002,833,P,NA,1
3DD.003DFD90C3,Recapture,CSS-2021-300-112.xml,2021,10/27/2021,10/18/2021,2021,291,2021,300,1,CHIWAT,,Screw Trap,SCREWT,1,Chinook,86,85,6.6,754.077.002,833,P,NA,1
3DD.003DFD90C4,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,93,93,,754.077,831,,NA,1
3DD.003DFD90C5,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,89,89,,754.077,831,,NA,1
3DD.003DFD90C6,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,80,80,,754.077,831,,NA,1
3DD.003DFD90C7,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,74,74,,754.077,831,,NA,1
3DD.003DFD90C8,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,80,80,,754.077,831,,NA,1
3DD.003DFD90C9,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,89,89,,754.077,831,,NA,1
3DD.003DFD90CA,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,80,80,,754.077,831,,NA,1
3DD.003DFD90CB,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,94,94,,754.077,831,,NA,1
3DD.003DFD90CC,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,88,88,,754.077,831,,NA,1
3DD.003DFD90CD,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,75,75,,754.077,831,,NA,1
3DD.003DFD90CD,Observation,CHU22082.00B,2022,3/23/2022,10/18/2021,2021,291,2022,82,-1,CHU,,NA,NA,,Unknown,,75,,754.077.012,843,NA,95,1
3DD.003DFD90CD,Observation,CHL22081.00C,2022,3/24/2022,10/18/2021,2021,291,2022,83,157,CHL,,NA,NA,,Unknown,,75,,754.077.001,832,NA,81,1
3DD.003DFD90CE,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,83,83,,754.077,831,,NA,1
3DD.003DFD90CE,Observation,CHL21302.00E,2021,10/29/2021,10/18/2021,2021,291,2021,302,11,CHL,,NA,NA,,Unknown,,83,,754.077.001,832,NA,82,1
3DD.003DFD90CF,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,90,90,,754.077,831,,NA,1
3DD.003DFD90CF,Observation,CHU21291.00F,2021,10/18/2021,10/18/2021,2021,291,2021,291,-1,CHU,,NA,NA,,Unknown,,90,,754.077.012,843,NA,94,1
3DD.003DFD90CF,Observation,CHL21291.00G,2021,10/19/2021,10/18/2021,2021,291,2021,292,1,CHL,,NA,NA,,Unknown,,90,,754.077.001,832,NA,81,1
3DD.003DFD90D0,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,77,77,,754.077,831,,NA,1
3DD.003DFD90D0,Observation,CHL22065.00A,2022,3/6/2022,10/18/2021,2021,291,2022,65,139,CHL,,NA,NA,,Unknown,,77,,754.077.001,832,NA,86,1
3DD.003DFD90D0,Recapture,CSS-2022-065-112.xml,2022,3/6/2022,10/18/2021,2021,291,2022,65,0,CHIWAT,,Screw Trap,SCREWT,1,Chinook,83,77,5.8,754.077.002,833,T,NA,1
3DD.003DFD90D1,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,80,80,,754.077,831,,NA,1
3DD.003DFD90D2,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,80,80,,754.077,831,,NA,1
3DD.003DFD90D2,Recapture,CSS-2021-305-112.xml,2021,11/1/2021,10/18/2021,2021,291,2021,305,14,CHIWAT,,Screw Trap,SCREWT,1,Chinook,81,80,5.9,754.077.002,833,P,NA,1
3DD.003DFD90D3,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,81,81,,754.077,831,,NA,1
3DD.003DFD90D4,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,87,87,,754.077,831,,NA,1
3DD.003DFD90D5,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,76,76,,754.077,831,,NA,1
3DD.003DFD90D6,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,80,80,,754.077,831,,NA,1
3DD.003DFD90D6,Observation,MCJ-2022-146-P-021.xml,2022,5/26/2022,10/18/2021,2021,291,2022,146,220,MCJ,,NA,NA,,Unknown,,80,,470,470,NA,1,1
3DD.003DFD90D6,Observation,MCJ-2022-146-P-021.xml,2022,5/26/2022,10/18/2021,2021,291,2022,146,0,MCJ,,NA,NA,,Unknown,,80,,470,470,NA,2,1
3DD.003DFD90D6,Observation,MCJ-2022-146-P-021.xml,2022,5/26/2022,10/18/2021,2021,291,2022,146,0,MCJ,,NA,NA,,Unknown,,80,,470,470,NA,3,2
3DD.003DFD90D6,Observation,MCJ-2022-146-P-021.xml,2022,5/26/2022,10/18/2021,2021,291,2022,146,0,MCJ,,NA,NA,,Unknown,,80,,470,470,NA,4,1
3DD.003DFD90D6,Observation,MCJ-2022-146-P-024.xml,2022,5/26/2022,10/18/2021,2021,291,2022,146,0,MCJ,,NA,NA,,Unknown,,80,,470,470,NA,81,1
3DD.003DFD90D6,Observation,MCJ-2022-146-P-024.xml,2022,5/26/2022,10/18/2021,2021,291,2022,146,0,MCJ,,NA,NA,,Unknown,,80,,470,470,NA,82,1
3DD.003DFD90D6,Observation,MCJ-2022-146-P-024.xml,2022,5/26/2022,10/18/2021,2021,291,2022,146,0,MCJ,,NA,NA,,Unknown,,80,,470,470,NA,83,1
3DD.003DFD90D6,Observation,MCJ-2022-146-P-024.xml,2022,5/26/2022,10/18/2021,2021,291,2022,146,0,MCJ,,NA,NA,,Unknown,,80,,470,470,NA,84,1
3DD.003DFD90D6,Observation,MCJ-2022-146-P-024.xml,2022,5/26/2022,10/18/2021,2021,291,2022,146,0,MCJ,,NA,NA,,Unknown,,80,,470,470,NA,85,1
3DD.003DFD90D6,Observation,MCJ-2022-146-P-024.xml,2022,5/26/2022,10/18/2021,2021,291,2022,146,0,MCJ,,NA,NA,,Unknown,,80,,470,470,NA,86,1
3DD.003DFD90D6,Observation,MCJ-2022-146-P-024.xml,2022,5/26/2022,10/18/2021,2021,291,2022,146,0,MCJ,,NA,NA,,Unknown,,80,,470,470,NA,A1,1
3DD.003DFD90D6,Observation,MCJ-2022-146-P-024.xml,2022,5/26/2022,10/18/2021,2021,291,2022,146,0,MCJ,,NA,NA,,Unknown,,80,,470,470,NA,A2,1
3DD.003DFD90D6,Observation,MCJ-2022-146-P-024.xml,2022,5/26/2022,10/18/2021,2021,291,2022,146,0,MCJ,,NA,NA,,Unknown,,80,,470,470,NA,A3,1
3DD.003DFD90D6,Observation,MCJ-2022-146-P-024.xml,2022,5/26/2022,10/18/2021,2021,291,2022,146,0,MCJ,,NA,NA,,Unknown,,80,,470,470,NA,A4,1
3DD.003DFD90D6,Observation,MCJ-2022-146-P-024.xml,2022,5/26/2022,10/18/2021,2021,291,2022,146,0,MCJ,,NA,NA,,Unknown,,80,,470,470,NA,C1,1
3DD.003DFD90D6,Observation,MCJ-2022-146-P-024.xml,2022,5/26/2022,10/18/2021,2021,291,2022,146,0,MCJ,,NA,NA,,Unknown,,80,,470,470,NA,C2,1
3DD.003DFD90D6,Observation,MCJ-2022-146-P-024.xml,2022,5/26/2022,10/18/2021,2021,291,2022,146,0,MCJ,,NA,NA,,Unknown,,80,,470,470,NA,C3,1
3DD.003DFD90D6,Observation,MCJ-2022-146-P-024.xml,2022,5/26/2022,10/18/2021,2021,291,2022,146,0,MCJ,,NA,NA,,Unknown,,80,,470,470,NA,C4,1
3DD.003DFD90D7,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,92,92,,754.077,831,,NA,1
3DD.003DFD90D7,Observation,CHU21303.00B,2021,10/30/2021,10/18/2021,2021,291,2021,303,12,CHU,,NA,NA,,Unknown,,92,,754.077.012,843,NA,96,1
3DD.003DFD90D8,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,85,85,,754.077,831,,NA,1
3DD.003DFD90D9,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,90,90,,754.077,831,,NA,1
3DD.003DFD90D9,Observation,CHU21300.00A,2021,10/27/2021,10/18/2021,2021,291,2021,300,9,CHU,,NA,NA,,Unknown,,90,,754.077.012,843,NA,95,1
3DD.003DFD90DA,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,80,80,,754.077,831,,NA,1
3DD.003DFD90DB,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,84,84,,754.077,831,,NA,1
3DD.003DFD90DC,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,81,81,,754.077,831,,NA,1
3DD.003DFD90DD,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,85,85,,754.077,831,,NA,1
3DD.003DFD90DE,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,80,80,,754.077,831,,NA,1
3DD.003DFD90DE,Recapture,CSS-2021-305-112.xml,2021,11/1/2021,10/18/2021,2021,291,2021,305,14,CHIWAT,,Screw Trap,SCREWT,1,Chinook,81,80,6.8,754.077.002,833,P,NA,1
3DD.003DFD90DF,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,94,94,,754.077,831,,NA,1
3DD.003DFD90E0,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,89,89,,754.077,831,,NA,1
3DD.003DFD90E0,Recapture,CSS-2021-318-112.xml,2021,11/14/2021,10/18/2021,2021,291,2021,318,27,CHIWAT,,Screw Trap,SCREWT,1,Chinook,90,89,,754.077.002,833,P,NA,1
3DD.003DFD90E1,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,85,85,,754.077,831,,NA,1
3DD.003DFD90E2,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,83,83,,754.077,831,,NA,1
3DD.003DFD90E3,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,82,82,,754.077,831,,NA,1
3DD.003DFD90E4,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,95,95,,754.077,831,,NA,1
3DD.003DFD90E5,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,78,78,,754.077,831,,NA,1
3DD.003DFD90E6,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,90,90,,754.077,831,,NA,1
3DD.003DFD90E7,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,85,85,,754.077,831,,NA,1
3DD.003DFD90E8,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,93,93,,754.077,831,,NA,1
3DD.003DFD90E9,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,80,80,,754.077,831,,NA,1
3DD.003DFD90EA,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,89,89,,754.077,831,,NA,1
3DD.003DFD90EB,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,92,92,,754.077,831,,NA,1
3DD.003DFD90EB,Observation,CHU21301.00D,2021,10/29/2021,10/18/2021,2021,291,2021,302,11,CHU,,NA,NA,,Unknown,,92,,754.077.012,843,NA,95,1
3DD.003DFD90EC,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,86,86,,754.077,831,,NA,1
3DD.003DFD90EC,Recapture,CSS-2021-305-112.xml,2021,11/1/2021,10/18/2021,2021,291,2021,305,14,CHIWAT,,Screw Trap,SCREWT,1,Chinook,88,86,8.2,754.077.002,833,P,NA,1
3DD.003DFD90ED,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,84,84,,754.077,831,,NA,1
3DD.003DFD90ED,Observation,CHU21303.00D,2021,10/30/2021,10/18/2021,2021,291,2021,303,12,CHU,,NA,NA,,Unknown,,84,,754.077.012,843,NA,96,1
3DD.003DFD90ED,Recapture,CSS-2021-304-112.xml,2021,10/31/2021,10/18/2021,2021,291,2021,304,1,CHIWAT,,Screw Trap,SCREWT,1,Chinook,85,84,6.5,754.077.002,833,P,NA,1
3DD.003DFD90EE,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,92,92,,754.077,831,,NA,1
3DD.003DFD90EE,Observation,CHU21301.00D,2021,10/28/2021,10/18/2021,2021,291,2021,301,10,CHU,,NA,NA,,Unknown,,92,,754.077.012,843,NA,95,1
3DD.003DFD90EF,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,86,86,,754.077,831,,NA,1
3DD.003DFD90EF,Recapture,CSS-2022-090-111.xml,2022,3/31/2022,10/18/2021,2021,291,2022,90,164,CHIWAT,,Screw Trap,SCREWT,1,Chinook,94,86,8.5,754.077.002,833,T,NA,1
3DD.003DFD90F0,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,75,75,,754.077,831,,NA,1
3DD.003DFD90F1,Mark,NBD-2021-274-001.xml,2021,10/18/2021,10/18/2021,2021,291,2021,291,0,CHIWAR,,Electro-Shock,SHOCK,1,Chinook,94,94,,754.077,831,,NA,1
